web-scraper-order,web-scraper-start-url,link,link-href,name,number,street_address,street_town,Cuisine
"1616844392-935","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie&start=150","157 . Empik Cafe","22 572 32 17","al. Jerozolimskie 172","Włochy","Kawa i herbata, Kawiarnie"
"1616844352-872","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie&start=90","94 . Stor Cafe","22 290 51 90","ul. Tamka 33","Powiśle","$ Cafes , Coffee and Tea"
"1616844441-1015","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie&start=230","237. Cafe Pańska","22 299 29 79","ul. Pańska 99","Mirów","$Kawiarnie, Kawa i herbata"
"1616844323-820","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie&start=40","42 . Ministry of Coffee","50 308 09 06","ul. Marszałkowska 27/35","Downtown","$ Cafes , Coffee and Tea"
"1616844352-876","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie&start=90","98. Nutka cafe","69 292 55 50","ul. Obozowa 82A","Wola","Kawiarnie, Kawa i herbata"
"1616844323-826","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie&start=40","48. Cafe Au Lait","22 256 01 61","Aleja Jana Pawła II 19","Mirów","$$Kawiarnie, Kawa i herbata"
"1616844365-894","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie&start=110","116 . Starbucks","71 386 15 89","pl. Trzech Krzyży 16","Śródmieście","$$Kawa i herbata"
"1616844329-833","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie&start=50","55 . Rajska Cafe","Ursynów","ul. Pasaż Ursynowski 7","Ursynów","Cafes , Coffee and tea"
"1616844359-881","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie&start=100","103 . Cafe Atlantis","22 642 10 18","ul. Jan III Sobieski 37","Mokotów","Cafes"
"1616844441-1017","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie&start=230","239. Café Baguette","Śródmieście","ul. Krakowskie Przedmieście 69","Śródmieście","$Kawiarnie, Kawa i herbata"
"1616844329-832","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie&start=50","54 . Cafe Keks","Old Town","ul. Old Town Square 1/3","Old Town","Cafes"
"1616844311-801","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie&start=20","23 . Cafe Bristol","22 551 18 28","ul. Krakowskie Przedmieście 42 / 44","Śródmieście","$$ Cafes , Breakfast and Brunch"
"1616844372-906","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie&start=120","128. Radio Cafe","22 625 27 84","ul. Nowogrodzka 56","Centrum","$$Polska"
"1616844340-849","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie&start=70","71 . Newspaper Cafe","22 555 41 37","ul. Czerska 8/10","Sielce","$$ Cafes"
"1616844352-869","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie&start=90","91 . In Biegu Cafe","Mirów","Al. Jana Pawła II 25","Mirów","Cafes , Coffee and tea"
"1616844435-1006","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie&start=220","228. Rue De Paris","22 617 87 78","ul. Francuska 11","Saska Kępa","$Naleśnikarnie, Kawiarnie, Kawa i herbata"
"1616844329-831","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie&start=50","53 . Cafe Vincent","22 270 23 09","ul. Chmielna 21","Downtown","$ Cafes , Bakeries , Coffee and Tea"
"1616844359-888","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie&start=100","110. Chłodna 25","22 620 24 13","ul. Chłodna 25","Mirów","$Kawiarnie, Kawa i herbata"
"1616844378-913","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie&start=130","135 . Cafe Kino","22 635 54 16","General Anders 5","Muranów","$$ Cafes , Coffee & Tea"
"1616844340-854","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Warszawa%2C%20Mazowieckie&start=70","76 . Titicaca Cafe & Ice Cream","50 435 04 82","Wild 2","Muranów","$Kawiarnie, Lody i mrożony jogurt, Kawa i herbata"
