web-scraper-order,web-scraper-start-url,link,link-href,name,number,street_address,street_town,Cuisine
"1616332726-927","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","","3 . Cafe Magia","12 426 47 73","pl. Mariacki 3","Downtown","$ Cafes , Coffee and Tea"
"1616332763-991","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=60","67. Cafe Bambus","12 421 97 25","Main Market Square 27","Main market","Kawiarnie"
"1616332843-1115","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=190","191 . Bracka Virtual Internet Cafe Mariusz Szwenk Marzena","Downtown","St. John 2/3","Downtown","Media"
"1616332752-970","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=40","46 . Mostowa ArtCafe","51 975 40 55","ul. Mostowa 8","Kazimierz","$Kawiarnie, Galerie sztuki, Kawa i herbata"
"1616332860-1147","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=220","223 . Cafe Ole","Stare Miasto","ul. Grodzka 60","Stare Miasto","$ Cafes , Coffee and Tea"
"1616332825-1085","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=160","161 . Chocolate Cafe","53 696 17 42","ul. Bracka 4","Old Town","$ Cafes , Coffee and Tea"
"1616332776-1010","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=80","86. Plot Cafe","66 030 27 60","ul. Trail 22","Downtown","Kawa i herbata, Ksero i druk, Kawiarnie"
"1616332763-986","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=60","62 . Fitagain Café","12 625 00 96","ul. Szczepańska 7","Downtown","$$ Breakfast & Brunch , Bars , Cafes"
"1616332860-1146","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=220","222 . Scene at the Pump","Śródmieście","pl. Św. Ducha 4","Śródmieście","Theaters"
"1616332801-1051","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=120","127. Lunch Cafe","AGH student campus","ul. Reymont 15","AGH student campus","Kawiarnie, Polska, Kawa i herbata"
"1616332832-1099","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=170","175 . Hard Rock Cafe","12 429 11 55","pl. Mariacki 9","Main market","$$$ Coffee & Tea , Cafes , Fast Food"
"1616332813-1071","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=140","147. Piwnica pod Baranami","12 422 01 77","Main Market Square 27","Main market","$$Bary, Jazz i blues, Sale koncertowe"
"1616332813-1067","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=140","143 . Cafe Wierzynek","12 424 96 00","ul. Main Market Square 16","Main market","Cafes , Coffee and tea"
"1616332855-1135","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=210","211 . Cafe Jazzga","Downtown","ul. Łobzowska 4","Downtown","Billiard club , Concert halls"
"1616332869-1159","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=230","235. Lodziarnia","66 842 06 86","ul. Grodzka 13","Old Town","$$$$Kawiarnie, Lody i mrożony jogurt, Kawa i herbata"
"1616332860-1150","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=220","226 . Town Hall Restaurant","12 421 13 26","ul. Main Market Square 1","Main market","$$ Italian , Pizza"
"1616332757-976","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=50","52 . Cafe Philo","79 844 42 31","ul. st. Tomasz 30","Downtown","$ Bars , Cafes"
"1616332745-962","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=30","38. Cafe Zoe","12 623 75 14","ul. Krowoderska 39 / 1A","Downtown","$Kawiarnie, Kawa i herbata"
"1616332849-1134","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=200","210 . Magdalena Bosek Cafe Public Relations","12 430 22 51","Tysiąclecia 3/2","null",""
"1616332763-990","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=60","66. Galeria Tortów Artystycznych","60 405 55 30","ul. Corpus Christi 22","Kazimierz","$Ciastka, Piekarnie, Kawiarnie"
"1616332782-1020","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=90","96 . Cafe Foyer","12 424 45 54","St. Spirit 1","Prądnik Biały","$Polska, Kawiarnie"
"1616332739-949","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=20","25 . Gossip Cafe","79 404 89 73","ul. Zwierzyniecka 4","Downtown","$ Modern European , Polish , Cafes"
"1616332869-1160","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=230","236. Małgorzata Gody Cafe Bar Jumbo","12 292 50 21","Rączna 3","Podgórze","Bary"
"1616332770-1002","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=70","78. Cafe Cabaret","12 422 85 77","Jabłonowskich 6","Downtown","Kawiarnie, Kawa i herbata"
"1616332837-1106","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=180","182 . Krystyna Wajda Cafe Sobieski","Kleparz","Jana Sobieskiego 9","Kleparz","Bars"
"1616332782-1021","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=90","97. Cafe Młynek","12 430 62 02","Wolnica Square 7","Kazimierz","$$Kawa i herbata, Śniadanie i brunch, Kawiarnie"
"1616332745-957","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=30","33 . Boogie Cafe Bar","12 429 43 06","Szpitalna 9","Downtown","$$ Bars , Cafes , Coffee & Tea"
"1616332739-945","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=20","21 . Tesoro Café","60 067 54 64","ul. Poselska 18","Old Town","Cafes"
"1616332795-1043","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=110","119. Kawiarnia-Café Bistrot","12 422 19 08","ul. Stolarska 8","Main market","Jedzenie, Bistro"
"1616332837-1110","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=180","186 . Arteteka","12 375 21 43","ul. Rajska 12","Downtown","Libraries"
"1616332832-1097","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=170","173 . Cafe Pajęczyna Halina Dolecka","Downtown","Stradomska 11","Downtown","Bars"
"1616332795-1037","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=110","113 . 2 Cafe Windows","12 378 34 43","ul. Józefa 40","Kazimierz","Cafes , Modern European , Poland"
"1616332843-1122","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=190","198. Wspólnik Spółki Cywilnej Jazz Rock Cafe Piotr Olesiski","Debniki","Crossroads 21d / 63","Debniki","Bary"
"1616332776-1013","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=80","89. Lulu Living","60 662 07 87","ul. St. Tomasza 17","Downtown","$$Kawa i herbata, Sztuka i rzemiosło, Kawiarnie"
"1616332745-956","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=30","32 . Karmello cafe","53 500 24 75","ul. Floriańska 40","Downtown","$ Cafes , Chocolate Shops , Coffee & Tea"
"1616332818-1078","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=150","154 . Bona","12 430 52 22","ul. Kanonicza 11","Old Town","$$ Bookstores , Starters / Snacks"
"1616332808-1055","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=130","131 . Film Cafe","Podgórze","ul. Lipowa 4","Podgórze","Cafes , Coffee and tea"
"1616332837-1109","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=180","185 . Carrots with peas","12 430 07 95","Mostowa 2","Kazimierz","$ Polish , Breakfast and Brunch"
"1616332795-1038","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=110","114 . Calm","50 103 49 97","ul. Bracka 3-5","Old Town","$$ Bars , Clubs"
"1616332757-979","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=50","55 . Arkady Cafe & Cocktail Bar","51 241 79 30","ul. Main Market Square 1","Main market","Cocktail Bars , Cafes"
"1616332818-1076","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=150","152 . Krakuski Cafe","66 056 79 67","ul. Starowislna 52","Kazimierz","$ Coffee and Tea , Cafes"
"1616332745-959","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=30","35 . Café Numero","12 421 13 05","Main Market Square 6","Main market","Cafes , Coffee and tea"
"1616332849-1130","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=200","206 . Md Cafe Jan Marek Dusik","Debniki","Tyniecka 118c","Debniki","Bars"
"1616332752-966","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=40","42 . Cava","12 656 74 56","ul. Nadwiślańska 1","Old Podgórze","$$ French , Cafes , Coffee & Tea"
"1616332739-953","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=20","29. Cafe Restaurant Europejska","12 429 34 93","ul. Main Market Square 35","Main market","$$Kawiarnie, Kawa i herbata, Śniadanie i brunch"
"1616332813-1072","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=140","148. Cafe Młyn Beata Bul Artur Bul","Old Town","Sienna 12","Old Town","Bary"
"1616332869-1162","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=230","238. Zaułek Niewiernego Tomasza","Downtown","st. Tomasz 11","Downtown","Zabytki i budowle historyczne"
"1616332763-988","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=60","64 . Cafe culture","50 101 75 88","ul. Upper Market Square 6","null","Cafes , Coffee and tea"
"1616332757-980","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=50","56 . Cafe Malaga","12 421 91 90","Main Market Square 11","Main market","$$$ Cafes , Coffee & Tea"
"1616332726-928","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","","4 . Satori Cafe","66 050 88 40","ul. Józefa 25","Kazimierz","$$ Cafes , Coffee & Tea"
"1616332789-1028","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=100","104 . City Lunch Cafe","12 422 86 41","ul. Grodzka 51","Old Town","Polish , Italian , Cafes"
"1616332763-992","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=60","68. Columbus Coffee","88 306 05 69","ul. Starowiślna 27","Downtown","$Kawiarnie, Śniadanie i brunch, Kawa i herbata"
"1616332770-997","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=70","73 . Cafe Noworolski","12 422 47 71","ul. Main Market Square 1","Main market","$$ Cafes , Coffee & Tea , Bakeries"
"1616332849-1132","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=200","208 . Cafe Drink Bar Markiza Dorota Zofia Łasak","Nowa Huta","Willowe 29","Nowa Huta","Bars"
"1616332832-1100","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=170","176 . Cafe Bar Polonez Stanisław Flakowicz","Azores","Eljasza Walery Radzikowski 4","Azores","Bars"
"1616332739-950","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=20","26. Press Cafe","57 711 3627","ul. Barska 61A","Debniki","Kawiarnie, Kawa i herbata, Polska"
"1616332795-1040","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=110","116. Esze","Kazimierz","ul. Józefa 18","Kazimierz","$Kawa i herbata, Kawiarnie"
"1616332813-1068","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=140","144 . Chicken Cafe","Old Podgórze","ul. Kazimierza Brodzińskiego 4","Old Podgórze","Chicken wings , burgers"
"1616332832-1098","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=170","174 . Dandy Cafe","12 421 73 91","ul. st. Tomasza 19","Downtown",""
"1616332860-1151","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=220","227 . Rea Cafe","12 269 01 84","A. Fredry 4","Łagiewniki - Borek Fałęcki","Groceries"
"1616332832-1102","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=170","178 . Cafe DEL ViSO","Zoo","ul. Morawski","Zoo","$ Argentine"
"1616332837-1111","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=180","187 . Enter Internet Cafe Msrk Internet Kraków","12 294 00 59","Basztowa 23/1","Downtown",""
"1616332757-983","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=50","59. Cafe Club","Mistrzejowice","ul. Bora-Komorowskiego 37","Mistrzejowice","Kawiarnie, Kawa i herbata"
"1616332763-993","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=60","69. Cafe Caroline","12 622 70 54","ul. Głowacki 4/6","Krowodrza","$Kawiarnie, Kawa i herbata"
"1616332763-985","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=60","61 . Lu-Kier Cafe","69 520 50 81","ul. Rynek Podgórski 4","Old Podgórze","Cookies , Cafes"
"1616332860-1153","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=220","229 . Cafe Bar","12 632 09 26","ul. Casimir the Great 52","Krowodrza",""
"1616332752-965","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=0","","https://www.yelp.pl/search?find_desc=cafe&find_loc=Krak%C3%B3w%2C%20Ma%C5%82opolskie&start=40","41 . Cafe Zakopianka","12 421 40 45","ul. st. Mark 34","Downtown","Cafes , Coffee and tea"
